L,X,Y
2,10.609724,5.6415162
0,9.6640987,5.3286061
4,17.4820004,5.4390001
0,17.0319996,5.3249998
0,16.8929996,5.2820001
0,16.6360226,5.190371
4,16.2212505,6.0893149
0,16.2600002,6
0,16.4920006,5.5419998
0,16.6360226,5.190371
2,19.2619991,5.6999998
0,19.5488033,5.1472368
8,16.6360226,5.190371
0,16.5090008,5.1329999
0,16.3670006,5.1139998
0,16.2000008,5.0999999
0,16.0139999,5.1230001
0,15.6960001,5.2020001
0,15.0769997,5.3530002
0,14.9006586,5.418766
3,9.6640987,5.3286061
0,8.9399996,5.0890002
0,8.7835855,5.0881882
2,8.7835855,5.0881882
0,7.043314,7.9979448
2,16.6360226,5.190371
0,16.6800003,5.0830002
2,14.6610003,5.0549998
0,14.9006586,5.418766
2,4.5265012,5.0371218
0,5.2339149,5.511199
7,10.609724,5.6415162
0,10.6331596,5.5935211
0,10.7034597,5.464922
0,10.79,5.3479919
0,10.9223604,5.2220879
0,11.1044502,5.0831251
0,11.3450403,4.9679508
2,6.788403,4.9390068
0,5.8547659,6.449976
3,8.7835855,5.0881882
0,8.5550003,5.0869999
0,8.0236416,4.7520242
2,8.0236416,4.7520242
0,6.7296228,6.96101
5,6.788403,4.9390068
0,6.2738051,4.647501
0,6.0294609,4.9168949
0,5.7773108,5.1954622
0,5.5526562,5.4974699
2,16.6800003,5.0830002
0,15.7796097,4.6266069
2,18.7102337,4.5974021
0,19.5488033,5.1472368
2,18.7102337,4.5974021
0,18.1140003,5.5970001
11,13.198,4.573
0,13.3929996,4.6149998
0,13.5559998,4.6469998
0,13.6990004,4.6890001
0,13.809,4.7249999
0,13.9530001,4.7789998
0,14.1120005,4.8540001
0,14.2720003,4.9200001
0,14.415,4.9780002
0,14.4860001,5.013
0,14.6610003,5.0549998
2,13.198,4.573
0,12.6246834,5.8145752
2,19.8458424,6.0331941
0,19.8876877,4.5580668
2,19.5488033,5.1472368
0,19.8876877,4.5580668
2,3.6991789,4.482688
0,4.5265012,5.0371218
2,3.6485059,4.44873
0,3.6991789,4.482688
2,3.6485059,4.44873
0,3.608146,6.6264238
3,16.6800003,5.0830002
0,16.8859997,5.138
0,17.4349995,4.3189998
2,15.7796097,4.6266069
0,15.0819998,4.2729998
2,14.6610003,5.0549998
0,15.0819998,4.2729998
3,17.4644604,4.2521591
0,18.0230007,4.6139998
0,17.4820004,5.4390001
2,17.4349995,4.3189998
0,17.4644604,4.2521591
2,8.0236416,4.7520242
0,7.2178321,4.2440319
2,7.2178321,4.2440319
0,6.788403,4.9390068
2,17.4644604,4.2521591
0,17.5949993,4.0739999
2,19.0513325,4.0255418
0,19.8876877,4.5580668
2,19.0513325,4.0255418
0,18.7102337,4.5974021
2,7.2178321,4.2440319
0,6.5689998,3.835
2,6.5689998,3.835
0,5.2339149,5.511199
2,16.5489998,3.8050001
0,17.4349995,4.3189998
4,19.8876877,4.5580668
0,19.8896084,4.4903941
0,19.9120007,3.701
0,19.2561378,3.6821809
2,19.2561378,3.6821809
0,19.0513325,4.0255418
2,16.3569241,3.6810589
0,16.5489998,3.8050001
2,16.3569241,3.6810589
0,15.7796097,4.6266069
2,19.2561378,3.6821809
0,18.4994316,3.66047
2,18.4994316,3.66047
0,19.0513325,4.0255418
2,18.4994316,3.66047
0,17.8633022,3.6422169
2,17.5949993,4.0739999
0,17.8633022,3.6422169
2,17.8633022,3.6422169
0,16.807991,3.611937
2,16.807991,3.611937
0,17.5949993,4.0739999
3,16.807991,3.611937
0,16.7561836,3.610451
0,16.6703091,3.6079869
2,16.5489998,3.8050001
0,16.6703091,3.6079869
2,16.6703091,3.6079869
0,16.211174,3.5948131
2,16.211174,3.5948131
0,16.3569241,3.6810589
2,11.6251144,3.5709989
0,11.9694595,3.751684
2,16.211174,3.5948131
0,15.4755154,3.5709219
2,15.4755154,3.5709219
0,15.0819998,4.2729998
2,15.4755154,3.5709219
0,13.6920004,3.513
2,15.0819998,4.2729998
0,13.6920004,3.513
2,13.6920004,3.513
0,13.198,4.573
2,13.6920004,3.513
0,12.1245174,3.4754789
2,11.9694595,3.751684
0,12.1245174,3.4754789
2,12.1245174,3.4754789
0,11.6879988,3.46503
2,11.6251144,3.5709989
0,11.6879988,3.46503
2,11.6879988,3.46503
0,10.7841892,3.4390969
2,9.6640987,5.3286061
0,10.7841892,3.4390969
2,10.7841892,3.4390969
0,9.7828522,3.4103661
2,9.7828522,3.4103661
0,8.7835855,5.0881882
2,9.7828522,3.4103661
0,7.7992611,3.353451
2,7.2178321,4.2440319
0,7.7992611,3.353451
2,7.7992611,3.353451
0,6.9635701,3.329473
2,6.5689998,3.835
0,6.9635701,3.329473
2,6.9635701,3.329473
0,5.6504951,3.2917969
2,4.5265012,5.0371218
0,5.6504951,3.2917969
2,5.6504951,3.2917969
0,4.5018001,3.2588379
2,3.6991789,4.482688
0,4.5018001,3.2588379
3,4.5018001,3.2588379
0,3.671,3.2349999
0,3.6485059,4.44873
3,11.7447996,4.812386
0,11.8784599,5.174901
0,11.5450001,5.9510002
2,11.7447996,4.812386
0,11.7215538,4.7587409
3,11.3450403,4.9679508
0,11.5410604,4.8256912
0,11.7215538,4.7587409
4,11.7215538,4.7587409
0,11.9124603,4.7007518
0,12.1021299,4.6366978
0,12.2367535,4.6037641
7,12.2367535,4.6037641
0,12.3080902,4.5863128
0,12.4647598,4.5699968
0,12.7875404,4.5581861
0,12.9984198,4.5517359
0,13.1107798,4.5683851
0,13.198,4.573
2,12.3289022,3.8954501
0,12.45576,3.953624
3,12.2367535,4.6037641
0,12.1689796,4.2499371
0,12.3289022,3.8954501
2,11.9694595,3.751684
0,12.3289022,3.8954501
3,11.3450403,4.9679508
0,11.0809002,4.4880772
0,11.6251144,3.5709989
